INFO:root:Start AM_SimCLR training for 100 epochs.
INFO:root:Disable gpu: False.
DEBUG:root:Epoch: 0	Loss: 6.4524970054626465	Top1 accuracy: 0.1953125
DEBUG:root:Epoch: 24	Loss: 3.358325481414795	Top1 accuracy: 36.1328125
DEBUG:root:Epoch: 25	Loss: 3.613237142562866	Top1 accuracy: 28.90625
DEBUG:root:Epoch: 26	Loss: 3.511106014251709	Top1 accuracy: 33.0078125
DEBUG:root:Epoch: 27	Loss: 3.1308491230010986	Top1 accuracy: 34.5703125
DEBUG:root:Epoch: 28	Loss: 3.2723069190979004	Top1 accuracy: 40.234375
DEBUG:root:Epoch: 29	Loss: 3.148350477218628	Top1 accuracy: 36.9140625
DEBUG:root:Epoch: 30	Loss: 3.357668161392212	Top1 accuracy: 41.6015625
DEBUG:root:Epoch: 31	Loss: 3.312638998031616	Top1 accuracy: 38.8671875
DEBUG:root:Epoch: 32	Loss: 3.3918585777282715	Top1 accuracy: 41.015625
DEBUG:root:Epoch: 33	Loss: 2.9001121520996094	Top1 accuracy: 35.9375
DEBUG:root:Epoch: 34	Loss: 3.4424386024475098	Top1 accuracy: 43.5546875
DEBUG:root:Epoch: 35	Loss: 2.9930827617645264	Top1 accuracy: 43.1640625
DEBUG:root:Epoch: 36	Loss: 2.9897568225860596	Top1 accuracy: 37.3046875
DEBUG:root:Epoch: 37	Loss: 3.0043890476226807	Top1 accuracy: 43.75
DEBUG:root:Epoch: 38	Loss: 3.3463780879974365	Top1 accuracy: 37.109375
DEBUG:root:Epoch: 39	Loss: 3.069598436355591	Top1 accuracy: 39.84375
DEBUG:root:Epoch: 40	Loss: 2.989854097366333	Top1 accuracy: 48.4375
DEBUG:root:Epoch: 41	Loss: 2.986994981765747	Top1 accuracy: 38.28125
DEBUG:root:Epoch: 42	Loss: 3.177137613296509	Top1 accuracy: 38.671875
DEBUG:root:Epoch: 43	Loss: 3.022705316543579	Top1 accuracy: 50.78125
DEBUG:root:Epoch: 44	Loss: 3.0280139446258545	Top1 accuracy: 39.6484375
DEBUG:root:Epoch: 45	Loss: 3.0668907165527344	Top1 accuracy: 37.890625
DEBUG:root:Epoch: 46	Loss: 2.8149831295013428	Top1 accuracy: 43.359375
DEBUG:root:Epoch: 47	Loss: 2.5254294872283936	Top1 accuracy: 42.96875
DEBUG:root:Epoch: 48	Loss: 2.8936474323272705	Top1 accuracy: 43.1640625
DEBUG:root:Epoch: 49	Loss: 2.6179826259613037	Top1 accuracy: 42.578125
DEBUG:root:Epoch: 50	Loss: 3.0025501251220703	Top1 accuracy: 42.578125
DEBUG:root:Epoch: 51	Loss: 2.9365618228912354	Top1 accuracy: 43.75
DEBUG:root:Epoch: 52	Loss: 2.5229036808013916	Top1 accuracy: 43.75
DEBUG:root:Epoch: 53	Loss: 2.717385768890381	Top1 accuracy: 44.3359375
DEBUG:root:Epoch: 54	Loss: 2.839778184890747	Top1 accuracy: 49.8046875
DEBUG:root:Epoch: 55	Loss: 2.4791853427886963	Top1 accuracy: 36.1328125
DEBUG:root:Epoch: 56	Loss: 2.6058943271636963	Top1 accuracy: 46.484375
DEBUG:root:Epoch: 57	Loss: 2.3614678382873535	Top1 accuracy: 46.875
DEBUG:root:Epoch: 58	Loss: 2.8321805000305176	Top1 accuracy: 52.734375
DEBUG:root:Epoch: 59	Loss: 2.8355345726013184	Top1 accuracy: 47.8515625
DEBUG:root:Epoch: 60	Loss: 2.891563653945923	Top1 accuracy: 47.0703125
DEBUG:root:Epoch: 61	Loss: 2.741279363632202	Top1 accuracy: 49.0234375
DEBUG:root:Epoch: 62	Loss: 2.5546693801879883	Top1 accuracy: 46.484375
DEBUG:root:Epoch: 63	Loss: 2.658562421798706	Top1 accuracy: 51.171875
DEBUG:root:Epoch: 64	Loss: 2.4581820964813232	Top1 accuracy: 50.5859375
DEBUG:root:Epoch: 65	Loss: 2.7332003116607666	Top1 accuracy: 54.8828125
DEBUG:root:Epoch: 66	Loss: 2.543491840362549	Top1 accuracy: 46.09375
DEBUG:root:Epoch: 67	Loss: 2.648592948913574	Top1 accuracy: 52.9296875
DEBUG:root:Epoch: 68	Loss: 2.6010968685150146	Top1 accuracy: 50.9765625
DEBUG:root:Epoch: 69	Loss: 2.1317269802093506	Top1 accuracy: 47.8515625
DEBUG:root:Epoch: 70	Loss: 2.4291470050811768	Top1 accuracy: 45.703125
DEBUG:root:Epoch: 71	Loss: 2.695627450942993	Top1 accuracy: 47.4609375
DEBUG:root:Epoch: 72	Loss: 2.5523791313171387	Top1 accuracy: 47.265625
DEBUG:root:Epoch: 73	Loss: 2.5268938541412354	Top1 accuracy: 48.828125
DEBUG:root:Epoch: 74	Loss: 2.339059829711914	Top1 accuracy: 55.6640625
DEBUG:root:Epoch: 75	Loss: 2.3332419395446777	Top1 accuracy: 49.8046875
DEBUG:root:Epoch: 76	Loss: 2.6217000484466553	Top1 accuracy: 52.34375
DEBUG:root:Epoch: 77	Loss: 2.6478445529937744	Top1 accuracy: 51.171875
DEBUG:root:Epoch: 78	Loss: 2.620560884475708	Top1 accuracy: 54.8828125
DEBUG:root:Epoch: 79	Loss: 2.050636053085327	Top1 accuracy: 55.6640625
DEBUG:root:Epoch: 80	Loss: 2.1628150939941406	Top1 accuracy: 52.1484375
DEBUG:root:Epoch: 81	Loss: 2.5326364040374756	Top1 accuracy: 52.34375
DEBUG:root:Epoch: 82	Loss: 2.143270492553711	Top1 accuracy: 56.4453125
DEBUG:root:Epoch: 83	Loss: 2.4941508769989014	Top1 accuracy: 50.0
DEBUG:root:Epoch: 84	Loss: 2.2525899410247803	Top1 accuracy: 56.8359375
DEBUG:root:Epoch: 85	Loss: 2.3800747394561768	Top1 accuracy: 54.1015625
DEBUG:root:Epoch: 86	Loss: 2.462066173553467	Top1 accuracy: 51.953125
DEBUG:root:Epoch: 87	Loss: 2.2812442779541016	Top1 accuracy: 53.125
DEBUG:root:Epoch: 88	Loss: 2.3003499507904053	Top1 accuracy: 54.8828125
DEBUG:root:Epoch: 89	Loss: 2.3489890098571777	Top1 accuracy: 54.4921875
DEBUG:root:Epoch: 90	Loss: 2.375582218170166	Top1 accuracy: 52.34375
DEBUG:root:Epoch: 91	Loss: 2.3346219062805176	Top1 accuracy: 54.6875
DEBUG:root:Epoch: 92	Loss: 2.5414133071899414	Top1 accuracy: 41.40625
DEBUG:root:Epoch: 93	Loss: 2.4064388275146484	Top1 accuracy: 53.3203125
DEBUG:root:Epoch: 94	Loss: 2.4495580196380615	Top1 accuracy: 51.953125
DEBUG:root:Epoch: 95	Loss: 2.4656553268432617	Top1 accuracy: 51.5625
DEBUG:root:Epoch: 96	Loss: 2.3995697498321533	Top1 accuracy: 56.8359375
DEBUG:root:Epoch: 97	Loss: 2.688674211502075	Top1 accuracy: 51.171875
DEBUG:root:Epoch: 98	Loss: 2.360665798187256	Top1 accuracy: 51.953125
DEBUG:root:Epoch: 99	Loss: 2.4910478591918945	Top1 accuracy: 46.875
INFO:root:Training has finished.
INFO:root:Model checkpoint and metadata has been saved at runs\Nov15_17-42-02_Eri.
