INFO:root:Start SimCLR training for 100 epochs.
INFO:root:Training with gpu: False.
DEBUG:root:Epoch: 0	Loss: 5.902809143066406	Top1 accuracy: 1.171875
DEBUG:root:Epoch: 27	Loss: 3.2509255409240723	Top1 accuracy: 39.0625
DEBUG:root:Epoch: 28	Loss: 3.097400426864624	Top1 accuracy: 31.640625
DEBUG:root:Epoch: 29	Loss: 3.092621326446533	Top1 accuracy: 35.9375
DEBUG:root:Epoch: 30	Loss: 2.9999513626098633	Top1 accuracy: 38.671875
DEBUG:root:Epoch: 31	Loss: 2.934553861618042	Top1 accuracy: 43.75
DEBUG:root:Epoch: 32	Loss: 2.945608377456665	Top1 accuracy: 42.1875
DEBUG:root:Epoch: 33	Loss: 3.2357428073883057	Top1 accuracy: 35.9375
DEBUG:root:Epoch: 34	Loss: 3.078646659851074	Top1 accuracy: 38.28125
DEBUG:root:Epoch: 35	Loss: 2.797825336456299	Top1 accuracy: 40.625
DEBUG:root:Epoch: 36	Loss: 2.7400622367858887	Top1 accuracy: 34.765625
DEBUG:root:Epoch: 37	Loss: 2.4841878414154053	Top1 accuracy: 42.578125
DEBUG:root:Epoch: 38	Loss: 2.5676774978637695	Top1 accuracy: 42.578125
DEBUG:root:Epoch: 39	Loss: 2.75849986076355	Top1 accuracy: 40.625
DEBUG:root:Epoch: 40	Loss: 2.3679962158203125	Top1 accuracy: 45.703125
DEBUG:root:Epoch: 41	Loss: 2.49324369430542	Top1 accuracy: 39.0625
DEBUG:root:Epoch: 42	Loss: 2.3161768913269043	Top1 accuracy: 43.75
DEBUG:root:Epoch: 43	Loss: 2.7762701511383057	Top1 accuracy: 42.1875
DEBUG:root:Epoch: 44	Loss: 2.8537580966949463	Top1 accuracy: 40.234375
DEBUG:root:Epoch: 45	Loss: 2.4900331497192383	Top1 accuracy: 50.78125
DEBUG:root:Epoch: 46	Loss: 2.7166783809661865	Top1 accuracy: 45.703125
DEBUG:root:Epoch: 47	Loss: 2.61745548248291	Top1 accuracy: 38.671875
DEBUG:root:Epoch: 48	Loss: 2.4931323528289795	Top1 accuracy: 44.140625
DEBUG:root:Epoch: 49	Loss: 2.5511841773986816	Top1 accuracy: 47.65625
DEBUG:root:Epoch: 50	Loss: 2.7401623725891113	Top1 accuracy: 47.65625
DEBUG:root:Epoch: 51	Loss: 2.566690683364868	Top1 accuracy: 49.21875
DEBUG:root:Epoch: 52	Loss: 2.6516151428222656	Top1 accuracy: 54.296875
DEBUG:root:Epoch: 53	Loss: 2.535645008087158	Top1 accuracy: 51.171875
DEBUG:root:Epoch: 54	Loss: 2.6008083820343018	Top1 accuracy: 48.046875
DEBUG:root:Epoch: 55	Loss: 2.554873466491699	Top1 accuracy: 48.828125
DEBUG:root:Epoch: 56	Loss: 2.341888904571533	Top1 accuracy: 49.609375
DEBUG:root:Epoch: 57	Loss: 2.3454582691192627	Top1 accuracy: 49.21875
DEBUG:root:Epoch: 58	Loss: 2.36555814743042	Top1 accuracy: 47.265625
DEBUG:root:Epoch: 59	Loss: 2.066380023956299	Top1 accuracy: 51.5625
DEBUG:root:Epoch: 60	Loss: 2.034402847290039	Top1 accuracy: 42.1875
DEBUG:root:Epoch: 61	Loss: 2.3025240898132324	Top1 accuracy: 44.140625
DEBUG:root:Epoch: 62	Loss: 2.5506129264831543	Top1 accuracy: 51.953125
DEBUG:root:Epoch: 63	Loss: 2.254631280899048	Top1 accuracy: 50.390625
DEBUG:root:Epoch: 64	Loss: 1.9935771226882935	Top1 accuracy: 51.171875
DEBUG:root:Epoch: 65	Loss: 2.3683362007141113	Top1 accuracy: 50.78125
DEBUG:root:Epoch: 66	Loss: 2.648716688156128	Top1 accuracy: 50.390625
DEBUG:root:Epoch: 67	Loss: 2.378922462463379	Top1 accuracy: 49.21875
DEBUG:root:Epoch: 68	Loss: 2.317897319793701	Top1 accuracy: 46.875
DEBUG:root:Epoch: 69	Loss: 2.5517287254333496	Top1 accuracy: 52.734375
DEBUG:root:Epoch: 70	Loss: 2.441528558731079	Top1 accuracy: 56.640625
DEBUG:root:Epoch: 71	Loss: 2.1732003688812256	Top1 accuracy: 51.953125
DEBUG:root:Epoch: 72	Loss: 2.491859197616577	Top1 accuracy: 48.4375
DEBUG:root:Epoch: 73	Loss: 2.1028518676757812	Top1 accuracy: 53.125
DEBUG:root:Epoch: 74	Loss: 2.408015251159668	Top1 accuracy: 60.9375
DEBUG:root:Epoch: 75	Loss: 2.3184962272644043	Top1 accuracy: 51.5625
DEBUG:root:Epoch: 76	Loss: 2.2160091400146484	Top1 accuracy: 56.25
DEBUG:root:Epoch: 77	Loss: 2.200805187225342	Top1 accuracy: 45.703125
DEBUG:root:Epoch: 78	Loss: 2.278346061706543	Top1 accuracy: 55.078125
DEBUG:root:Epoch: 79	Loss: 2.4904251098632812	Top1 accuracy: 56.25
DEBUG:root:Epoch: 80	Loss: 2.205883502960205	Top1 accuracy: 48.828125
DEBUG:root:Epoch: 81	Loss: 2.3358561992645264	Top1 accuracy: 54.296875
DEBUG:root:Epoch: 82	Loss: 2.3379664421081543	Top1 accuracy: 59.375
DEBUG:root:Epoch: 83	Loss: 1.9023714065551758	Top1 accuracy: 57.03125
DEBUG:root:Epoch: 84	Loss: 1.8167263269424438	Top1 accuracy: 55.46875
DEBUG:root:Epoch: 85	Loss: 2.237185001373291	Top1 accuracy: 53.125
DEBUG:root:Epoch: 86	Loss: 2.2290945053100586	Top1 accuracy: 54.296875
DEBUG:root:Epoch: 87	Loss: 2.1537277698516846	Top1 accuracy: 51.5625
DEBUG:root:Epoch: 88	Loss: 1.8127350807189941	Top1 accuracy: 53.515625
DEBUG:root:Epoch: 89	Loss: 2.2579286098480225	Top1 accuracy: 56.25
DEBUG:root:Epoch: 90	Loss: 2.3702757358551025	Top1 accuracy: 63.28125
DEBUG:root:Epoch: 91	Loss: 2.260251760482788	Top1 accuracy: 55.859375
DEBUG:root:Epoch: 92	Loss: 2.303842067718506	Top1 accuracy: 50.0
DEBUG:root:Epoch: 93	Loss: 2.1296772956848145	Top1 accuracy: 56.640625
DEBUG:root:Epoch: 94	Loss: 2.3274879455566406	Top1 accuracy: 51.953125
DEBUG:root:Epoch: 95	Loss: 2.1336491107940674	Top1 accuracy: 48.046875
DEBUG:root:Epoch: 96	Loss: 2.2839925289154053	Top1 accuracy: 52.34375
DEBUG:root:Epoch: 97	Loss: 2.1531190872192383	Top1 accuracy: 51.953125
DEBUG:root:Epoch: 98	Loss: 2.084446907043457	Top1 accuracy: 51.953125
DEBUG:root:Epoch: 99	Loss: 2.4362401962280273	Top1 accuracy: 62.5
INFO:root:Training has finished.
INFO:root:Model checkpoint and metadata has been saved at runs\Nov09_16-32-45_Eri.
