INFO:root:Start AM_SimCLR training for 100 epochs.
INFO:root:Disable gpu: False.
DEBUG:root:Epoch: 0	Loss: 6.333151817321777	Top1 accuracy: 1.5625
DEBUG:root:Epoch: 57	Loss: 2.6669235229492188	Top1 accuracy: 50.390625
DEBUG:root:Epoch: 58	Loss: 2.7817134857177734	Top1 accuracy: 51.5625
DEBUG:root:Epoch: 59	Loss: 2.4263596534729004	Top1 accuracy: 45.1171875
DEBUG:root:Epoch: 60	Loss: 2.9283039569854736	Top1 accuracy: 51.7578125
DEBUG:root:Epoch: 61	Loss: 2.8508477210998535	Top1 accuracy: 46.6796875
DEBUG:root:Epoch: 62	Loss: 2.9169671535491943	Top1 accuracy: 51.3671875
DEBUG:root:Epoch: 63	Loss: 2.7012336254119873	Top1 accuracy: 52.9296875
DEBUG:root:Epoch: 64	Loss: 2.7315216064453125	Top1 accuracy: 50.1953125
DEBUG:root:Epoch: 65	Loss: 2.5573365688323975	Top1 accuracy: 48.046875
DEBUG:root:Epoch: 66	Loss: 2.446993827819824	Top1 accuracy: 47.265625
DEBUG:root:Epoch: 67	Loss: 2.8636474609375	Top1 accuracy: 50.9765625
DEBUG:root:Epoch: 68	Loss: 2.3956692218780518	Top1 accuracy: 49.0234375
DEBUG:root:Epoch: 69	Loss: 2.572958469390869	Top1 accuracy: 55.2734375
DEBUG:root:Epoch: 70	Loss: 2.7578225135803223	Top1 accuracy: 52.34375
DEBUG:root:Epoch: 71	Loss: 2.255812168121338	Top1 accuracy: 53.515625
DEBUG:root:Epoch: 72	Loss: 2.4290740489959717	Top1 accuracy: 49.4140625
DEBUG:root:Epoch: 73	Loss: 2.3999059200286865	Top1 accuracy: 49.0234375
DEBUG:root:Epoch: 74	Loss: 2.6223063468933105	Top1 accuracy: 52.5390625
DEBUG:root:Epoch: 75	Loss: 2.3467514514923096	Top1 accuracy: 47.0703125
DEBUG:root:Epoch: 76	Loss: 2.454576015472412	Top1 accuracy: 50.5859375
DEBUG:root:Epoch: 77	Loss: 2.2264254093170166	Top1 accuracy: 50.1953125
DEBUG:root:Epoch: 78	Loss: 2.641148805618286	Top1 accuracy: 52.5390625
DEBUG:root:Epoch: 79	Loss: 2.518615961074829	Top1 accuracy: 51.171875
DEBUG:root:Epoch: 80	Loss: 2.7109358310699463	Top1 accuracy: 53.515625
DEBUG:root:Epoch: 81	Loss: 2.2903006076812744	Top1 accuracy: 49.0234375
DEBUG:root:Epoch: 82	Loss: 2.1424152851104736	Top1 accuracy: 54.8828125
DEBUG:root:Epoch: 83	Loss: 2.342466354370117	Top1 accuracy: 52.734375
DEBUG:root:Epoch: 84	Loss: 2.5525217056274414	Top1 accuracy: 55.078125
DEBUG:root:Epoch: 85	Loss: 2.087920665740967	Top1 accuracy: 50.78125
DEBUG:root:Epoch: 86	Loss: 2.4903032779693604	Top1 accuracy: 49.8046875
DEBUG:root:Epoch: 87	Loss: 2.3904829025268555	Top1 accuracy: 49.21875
DEBUG:root:Epoch: 88	Loss: 2.3226797580718994	Top1 accuracy: 58.0078125
DEBUG:root:Epoch: 89	Loss: 2.2995445728302	Top1 accuracy: 51.953125
DEBUG:root:Epoch: 90	Loss: 2.5029079914093018	Top1 accuracy: 47.4609375
DEBUG:root:Epoch: 91	Loss: 2.474714994430542	Top1 accuracy: 53.125
DEBUG:root:Epoch: 92	Loss: 2.3144075870513916	Top1 accuracy: 55.2734375
DEBUG:root:Epoch: 93	Loss: 2.1109094619750977	Top1 accuracy: 48.6328125
DEBUG:root:Epoch: 94	Loss: 2.2794406414031982	Top1 accuracy: 58.203125
DEBUG:root:Epoch: 95	Loss: 2.2750420570373535	Top1 accuracy: 55.6640625
DEBUG:root:Epoch: 96	Loss: 2.510246515274048	Top1 accuracy: 55.859375
DEBUG:root:Epoch: 97	Loss: 2.458796262741089	Top1 accuracy: 50.78125
DEBUG:root:Epoch: 98	Loss: 2.480189085006714	Top1 accuracy: 54.6875
DEBUG:root:Epoch: 99	Loss: 2.270435333251953	Top1 accuracy: 49.8046875
INFO:root:Training has finished.
INFO:root:Model checkpoint and metadata has been saved at runs/Nov16_09-36-39_98fe074e6cb3.
