INFO:root:Start SimCLR training for 100 epochs.
INFO:root:Training with gpu: False.
DEBUG:root:Epoch: 0	Loss: 6.646930694580078	Top1 accuracy: 0.78125
DEBUG:root:Epoch: 56	Loss: 2.633279800415039	Top1 accuracy: 49.0234375
DEBUG:root:Epoch: 57	Loss: 2.7392070293426514	Top1 accuracy: 45.1171875
DEBUG:root:Epoch: 58	Loss: 2.8424253463745117	Top1 accuracy: 46.09375
DEBUG:root:Epoch: 59	Loss: 2.634552240371704	Top1 accuracy: 43.5546875
DEBUG:root:Epoch: 60	Loss: 3.1385068893432617	Top1 accuracy: 50.9765625
DEBUG:root:Epoch: 61	Loss: 2.6972131729125977	Top1 accuracy: 46.09375
DEBUG:root:Epoch: 62	Loss: 2.4394962787628174	Top1 accuracy: 50.390625
DEBUG:root:Epoch: 63	Loss: 2.598586082458496	Top1 accuracy: 46.09375
DEBUG:root:Epoch: 64	Loss: 2.642913341522217	Top1 accuracy: 45.1171875
DEBUG:root:Epoch: 65	Loss: 2.7726879119873047	Top1 accuracy: 48.4375
DEBUG:root:Epoch: 66	Loss: 2.42376971244812	Top1 accuracy: 48.4375
DEBUG:root:Epoch: 67	Loss: 2.7966089248657227	Top1 accuracy: 47.4609375
DEBUG:root:Epoch: 68	Loss: 2.877376079559326	Top1 accuracy: 48.4375
DEBUG:root:Epoch: 69	Loss: 2.9452085494995117	Top1 accuracy: 49.0234375
DEBUG:root:Epoch: 70	Loss: 2.545413017272949	Top1 accuracy: 54.296875
DEBUG:root:Epoch: 71	Loss: 2.7776010036468506	Top1 accuracy: 50.78125
DEBUG:root:Epoch: 72	Loss: 2.60299015045166	Top1 accuracy: 54.1015625
DEBUG:root:Epoch: 73	Loss: 2.604418992996216	Top1 accuracy: 49.8046875
DEBUG:root:Epoch: 74	Loss: 2.843154191970825	Top1 accuracy: 53.90625
DEBUG:root:Epoch: 75	Loss: 2.5778050422668457	Top1 accuracy: 47.265625
DEBUG:root:Epoch: 76	Loss: 2.5701704025268555	Top1 accuracy: 51.5625
DEBUG:root:Epoch: 77	Loss: 2.663766384124756	Top1 accuracy: 51.5625
DEBUG:root:Epoch: 78	Loss: 2.6271965503692627	Top1 accuracy: 52.1484375
DEBUG:root:Epoch: 79	Loss: 2.40017032623291	Top1 accuracy: 52.9296875
DEBUG:root:Epoch: 80	Loss: 2.5834670066833496	Top1 accuracy: 50.0
DEBUG:root:Epoch: 81	Loss: 2.5276436805725098	Top1 accuracy: 54.296875
DEBUG:root:Epoch: 82	Loss: 2.4696741104125977	Top1 accuracy: 48.4375
DEBUG:root:Epoch: 83	Loss: 2.3903374671936035	Top1 accuracy: 52.1484375
DEBUG:root:Epoch: 84	Loss: 2.729940891265869	Top1 accuracy: 48.2421875
DEBUG:root:Epoch: 85	Loss: 2.3025059700012207	Top1 accuracy: 51.953125
DEBUG:root:Epoch: 86	Loss: 2.3216910362243652	Top1 accuracy: 53.90625
DEBUG:root:Epoch: 87	Loss: 2.1609926223754883	Top1 accuracy: 56.0546875
DEBUG:root:Epoch: 88	Loss: 2.2616539001464844	Top1 accuracy: 58.3984375
DEBUG:root:Epoch: 89	Loss: 2.522063970565796	Top1 accuracy: 54.6875
DEBUG:root:Epoch: 90	Loss: 2.3786823749542236	Top1 accuracy: 50.1953125
DEBUG:root:Epoch: 91	Loss: 2.441297769546509	Top1 accuracy: 49.8046875
DEBUG:root:Epoch: 92	Loss: 2.884917736053467	Top1 accuracy: 46.875
DEBUG:root:Epoch: 93	Loss: 2.5175106525421143	Top1 accuracy: 55.078125
DEBUG:root:Epoch: 94	Loss: 2.360006332397461	Top1 accuracy: 52.34375
DEBUG:root:Epoch: 95	Loss: 2.46751070022583	Top1 accuracy: 52.5390625
DEBUG:root:Epoch: 96	Loss: 2.591381788253784	Top1 accuracy: 54.296875
DEBUG:root:Epoch: 97	Loss: 2.2694263458251953	Top1 accuracy: 45.703125
DEBUG:root:Epoch: 98	Loss: 2.230930805206299	Top1 accuracy: 57.8125
DEBUG:root:Epoch: 99	Loss: 2.2964487075805664	Top1 accuracy: 54.6875
INFO:root:Training has finished.
INFO:root:Model checkpoint and metadata has been saved at runs/Nov09_08-32-33_5588e2b03aaa.
